marks,rating,role_encoded,department_encoded,competencyLevel_encoded,skill_name_encoded,course_name_encoded,employee_id,assessment_id
73,4,1,0,1,5,12,8266,38937
89,3,1,9,2,9,11,45466,38938
53,2,1,4,1,7,2,23591,38939
76,2,1,9,0,2,7,43670,38940
95,2,3,5,1,11,13,39715,38941
87,5,3,3,2,11,0,26951,38942
80,1,1,1,1,4,4,6066,38943
52,4,1,6,1,2,5,48652,38944
96,3,1,7,2,6,3,43683,38945
72,4,2,5,1,1,5,37430,38946
96,1,3,1,2,4,3,38566,38947
88,4,3,5,1,4,2,45025,38948
75,5,0,1,2,6,6,13614,38949
87,1,3,1,1,8,4,35257,38950
81,3,3,0,1,3,8,41493,38951
61,2,1,0,1,11,0,10930,38952
98,3,3,9,1,4,11,22369,38953
74,3,0,2,0,7,5,31573,38954
95,3,1,5,1,14,3,34240,38955
100,4,2,6,1,10,14,13275,38956
56,1,1,1,1,0,11,22074,38957
59,2,3,4,1,6,5,12955,38958
99,2,2,7,0,2,13,36268,38959
71,3,1,5,1,1,11,33522,38960
65,3,1,3,2,5,3,29161,38961
78,4,3,6,0,1,11,9560,38962
57,4,1,7,0,8,4,12141,38963
54,2,3,1,0,13,13,31848,38964
63,5,1,3,1,14,1,12266,38965
94,4,2,9,1,11,3,22988,38966
81,1,2,1,2,1,7,35094,38967
76,1,2,6,2,3,13,13498,38968
84,4,3,2,1,3,10,41445,38969
92,1,0,2,1,7,0,46397,38970
69,5,3,4,1,3,5,24801,38971
69,4,0,9,2,5,13,22350,38972
61,4,0,3,1,8,9,37015,38973
77,3,1,1,2,5,5,15467,38974
99,1,1,2,0,7,7,37665,38975
96,5,0,8,2,1,14,37018,38976
76,4,2,8,1,0,9,27938,38977
87,3,1,4,0,12,0,3894,38978
69,3,1,7,1,12,8,36619,38979
56,4,3,7,2,7,4,38340,38980
69,3,1,1,1,7,1,36947,38981
74,4,3,2,0,5,13,31780,38982
97,2,1,0,1,13,5,13443,38983
79,1,2,0,0,1,5,39093,38984
67,4,3,0,0,14,5,35448,38985
76,3,0,0,1,7,4,31262,38986
89,5,3,4,0,0,7,6717,38987
94,1,1,5,0,14,5,43208,38988
60,5,1,4,0,8,11,1951,38989
86,4,2,3,2,14,11,26876,38990
97,1,0,9,2,5,7,18173,38991
90,4,1,4,0,14,5,8091,38992
66,5,1,0,0,8,3,8644,38993
100,1,0,9,2,1,7,17739,38994
83,2,1,5,1,8,13,44092,38995
99,3,0,7,1,1,5,43499,38996
54,4,1,1,2,6,4,49444,38997
85,2,0,4,2,7,10,47593,38998
93,2,0,4,1,1,2,38761,38999
99,2,2,5,2,6,2,611,39000
78,3,3,1,0,5,4,25540,39001
60,5,0,8,0,7,4,49225,39002
62,2,0,5,2,4,7,27752,39003
97,2,2,2,1,12,13,35911,39004
68,4,2,3,2,5,11,15734,39005
56,4,2,7,0,6,5,17526,39006
98,3,0,3,0,5,1,31436,39007
90,1,2,3,2,13,5,11810,39008
65,3,1,5,1,8,13,33193,39009
51,1,2,9,0,8,10,48899,39010
56,4,2,9,1,1,4,33607,39011
99,3,2,3,0,7,5,34868,39012
86,4,2,0,2,6,9,29455,39013
62,4,0,1,0,0,3,38781,39014
74,1,0,5,1,9,4,47321,39015
80,4,1,8,1,2,10,11179,39016
100,3,1,6,0,14,3,41539,39017
84,5,3,5,1,9,3,2256,39018
98,5,2,4,2,7,3,27319,39019
69,4,0,5,0,7,11,5195,39020
72,4,3,8,1,0,10,18836,39021
57,2,1,1,1,14,3,28972,39022
91,3,1,9,2,1,9,16041,39023
100,5,2,8,1,2,7,33733,39024
66,5,3,1,0,13,7,33011,39025
93,1,1,3,1,2,11,2759,39026
75,5,2,6,0,7,13,43170,39027
96,4,1,3,1,14,2,45791,39028
98,2,3,3,2,2,3,37822,39029
96,3,3,4,1,1,5,30883,39030
58,1,0,7,1,3,0,18636,39031
59,2,2,8,1,3,5,17961,39032
82,4,3,8,0,3,13,3897,39033
71,1,3,1,2,10,4,34021,39034
59,2,2,6,2,14,13,9526,39035
96,5,1,2,0,0,2,160,39036
58,3,0,2,1,7,11,22043,39037
94,3,2,0,1,3,8,21165,39038
68,5,1,2,2,5,0,34938,39039
50,4,2,8,0,5,13,13091,39040
94,4,0,0,0,12,10,46719,39041
77,5,1,2,0,4,3,5847,39042
78,3,3,3,0,2,11,49892,39043
77,2,2,7,0,9,1,45456,39044
89,2,2,4,1,7,3,7985,39045
93,2,0,3,2,1,3,284,39046
84,1,3,0,1,8,4,45768,39047
82,1,2,9,0,0,6,2893,39048
90,3,1,9,0,13,1,30207,39049
58,5,3,6,2,1,7,44625,39050
98,5,3,7,1,14,3,20137,39051
85,3,2,0,1,10,7,20819,39052
82,4,2,0,0,13,5,6450,39053
86,1,2,0,1,6,5,43385,39054
62,2,2,9,2,12,9,21424,39055
78,2,1,3,0,7,1,1619,39056
54,2,3,3,0,3,3,18265,39057
88,4,3,6,1,7,4,15911,39058
74,1,0,6,0,3,5,30738,39059
56,2,3,5,0,3,3,7086,39060
80,4,3,4,1,5,3,23726,39061
93,5,3,4,2,14,10,3194,39062
61,4,3,1,1,13,7,40535,39063
71,4,3,7,0,6,9,1217,39064
57,1,2,0,1,0,4,34987,39065
92,5,1,6,1,11,5,30773,39066
88,5,0,3,1,1,5,3144,39067
85,4,0,3,1,8,2,8429,39068
73,4,2,3,2,6,4,9737,39069
69,4,0,7,1,2,4,17833,39070
63,4,2,0,1,5,5,30700,39071
82,1,1,4,1,6,3,13577,39072
64,2,3,9,0,7,12,24203,39073
64,2,0,6,2,7,11,36317,39074
79,4,0,8,0,14,3,12803,39075
59,5,3,8,0,0,3,28373,39076
89,2,1,0,1,12,3,24760,39077
65,1,3,8,2,7,7,31599,39078
76,5,0,8,1,3,8,27359,39079
75,1,3,0,2,3,10,13602,39080
79,5,1,6,1,13,8,12092,39081
99,3,0,1,0,3,11,21457,39082
51,2,0,5,1,14,13,49703,39083
88,3,1,9,0,0,11,22530,39084
75,3,3,6,2,10,0,32314,39085
74,5,0,7,2,6,0,28011,39086
83,2,0,2,1,1,3,43301,39087
63,2,1,9,2,6,10,13034,39088
100,1,0,2,1,3,4,176,39089
67,1,0,8,0,4,10,27357,39090
89,2,3,5,2,5,7,36856,39091
77,4,3,5,2,9,13,13900,39092
58,3,0,0,0,9,12,47350,39093
76,3,0,4,1,3,9,35038,39094
75,3,1,6,0,7,3,17667,39095
74,2,1,8,2,6,8,47985,39096
85,2,1,8,2,3,7,46456,39097
76,2,0,7,2,7,7,24644,39098
75,3,2,9,0,9,2,43222,39099
99,2,1,0,0,14,1,20976,39100
85,3,0,4,0,10,3,45896,39101
65,3,0,3,2,14,9,30619,39102
63,5,3,0,0,0,8,36400,39103
78,1,3,5,0,7,10,17195,39104
57,1,2,4,0,10,10,30222,39105
56,3,0,9,0,9,11,29646,39106
76,4,0,1,0,7,5,41646,39107
64,2,0,9,0,10,3,46967,39108
94,2,0,1,2,10,14,3967,39109
70,4,3,4,0,1,10,201,39110
72,4,2,8,2,12,4,41911,39111
75,1,1,5,0,2,2,16106,39112
84,1,2,1,1,8,6,158,39113
87,4,1,9,1,14,4,542,39114
64,3,3,8,0,5,1,5603,39115
54,5,0,1,2,0,10,5765,39116
60,3,1,7,0,7,2,18925,39117
95,1,0,6,1,8,4,26034,39118
75,2,1,0,0,1,7,44221,39119
71,1,0,8,2,3,13,49634,39120
65,2,2,6,1,11,10,49811,39121
71,4,1,6,0,5,10,22459,39122
60,4,2,1,1,12,7,23829,39123
83,2,2,6,0,13,12,33086,39124
50,3,1,4,2,10,6,24752,39125
81,5,1,9,0,1,13,18820,39126
82,3,2,7,1,10,7,5055,39127
56,5,0,1,1,2,1,3049,39128
50,4,2,0,0,0,13,30147,39129
81,1,2,2,2,13,7,44432,39130
67,3,2,7,2,7,7,26471,39131
97,5,2,0,2,9,0,7144,39132
52,5,2,3,0,3,11,48427,39133
98,1,2,9,1,3,9,41386,39134
62,4,1,5,2,14,13,35062,39135
81,2,3,8,2,4,12,38616,39136
83,5,1,4,0,14,3,5093,39137
85,4,0,0,0,2,5,8014,39138
91,3,3,8,0,10,10,28573,39139
56,3,3,9,1,7,8,19742,39140
68,1,3,9,1,5,0,26262,39141
86,2,2,3,1,6,2,32643,39142
98,5,1,2,2,4,6,21089,39143
57,3,1,4,1,7,7,28664,39144
53,4,0,7,0,7,12,27860,39145
50,5,3,6,0,6,11,30608,39146
83,4,2,8,1,1,10,45105,39147
76,2,1,0,1,2,2,22232,39148
53,3,0,9,0,8,0,12735,39149
52,2,1,0,0,1,12,41413,39150
63,3,1,6,1,10,7,32484,39151
69,3,1,9,0,5,2,6653,39152
99,3,0,8,0,0,10,32215,39153
64,2,1,1,1,9,3,11624,39154
76,4,1,2,0,6,12,5131,39155
68,5,2,7,0,7,13,44496,39156
89,2,0,8,2,1,14,17813,39157
75,2,0,4,1,14,2,34378,39158
99,4,0,9,1,8,12,337,39159
53,4,3,2,1,10,5,31713,39160
65,2,1,3,1,12,0,41367,39161
60,5,1,4,2,0,10,29575,39162
50,4,3,2,2,12,4,41755,39163
50,5,2,4,2,5,3,13053,39164
82,5,1,3,2,3,0,19242,39165
50,2,3,9,0,3,1,2539,39166
78,3,2,2,0,8,4,48780,39167
91,5,1,5,0,3,8,47498,39168
79,3,2,8,2,5,7,9619,39169
80,5,0,0,1,3,8,39390,39170
100,4,3,3,2,13,3,20946,39171
94,5,3,1,0,8,11,47615,39172
99,2,2,7,2,6,3,42556,39173
61,4,2,1,2,0,13,6570,39174
58,4,0,9,1,14,5,4247,39175
64,2,1,0,2,11,8,29845,39176
89,1,3,7,1,12,10,36898,39177
75,4,3,0,1,11,7,42136,39178
66,2,0,9,0,6,9,39549,39179
57,2,2,7,2,5,13,12082,39180
61,1,1,0,2,10,10,11908,39181
78,2,0,8,2,5,12,5768,39182
90,5,2,4,0,8,7,42153,39183
75,5,1,5,0,1,13,48149,39184
53,1,2,3,1,7,6,33319,39185
73,2,2,9,2,14,2,44445,39186
83,1,3,2,1,11,9,12552,39187
58,2,3,1,1,8,3,3231,39188
59,2,2,9,1,12,1,37623,39189
68,5,2,1,2,14,3,44431,39190
85,4,2,4,2,6,4,1957,39191
93,5,2,2,0,3,2,26818,39192
63,3,1,0,0,6,5,38365,39193
74,5,3,7,0,9,13,26888,39194
76,3,3,8,1,2,3,23565,39195
82,2,1,5,0,13,12,47318,39196
53,3,0,7,2,6,3,49549,39197
74,2,0,9,2,8,3,12336,39198
96,3,3,9,0,5,11,31708,39199
55,4,3,2,1,5,7,32282,39200
88,2,1,9,0,7,12,33407,39201
87,2,0,7,1,1,1,37445,39202
73,5,1,5,1,10,7,27422,39203
99,2,0,2,2,5,3,36450,39204
98,2,1,5,0,5,1,25299,39205
52,2,1,9,1,0,3,9876,39206
100,3,0,4,0,13,0,42018,39207
72,5,2,7,2,11,14,31321,39208
72,3,3,2,0,5,2,37606,39209
75,3,1,6,2,1,7,7893,39210
81,3,3,7,1,9,5,9710,39211
60,5,0,9,2,12,10,44492,39212
88,4,1,0,2,2,6,25360,39213
59,4,3,5,2,2,3,2230,39214
58,1,1,6,1,14,0,23032,39215
60,1,0,3,0,9,7,32820,39216
82,5,2,6,2,7,6,16314,39217
84,2,1,9,1,14,3,22603,39218
63,1,1,3,1,12,8,17857,39219
70,2,0,5,0,2,13,17053,39220
84,1,0,9,2,5,13,49797,39221
86,5,0,8,1,1,7,21207,39222
71,2,1,8,1,4,1,11132,39223
50,5,1,1,0,1,2,42031,39224
65,2,1,6,2,4,13,688,39225
82,5,1,6,2,13,6,12589,39226
54,5,3,5,0,14,8,7968,39227
65,3,3,6,0,9,5,36043,39228
81,4,1,3,1,12,11,47740,39229
77,4,0,7,2,2,9,46856,39230
73,1,0,3,1,5,0,18682,39231
89,4,2,7,1,0,7,24707,39232
93,5,2,7,2,11,6,44558,39233
59,5,2,0,0,13,3,5859,39234
77,3,1,1,0,13,5,11092,39235
58,3,2,9,1,13,4,10711,39236
81,1,1,5,2,1,1,46654,39237
69,4,0,4,1,5,7,20511,39238
88,2,3,6,2,12,2,22741,39239
70,2,3,8,1,1,2,7043,39240
94,4,2,8,2,10,11,45820,39241
56,1,1,6,1,11,13,3260,39242
77,4,2,9,0,11,9,3990,39243
88,3,2,9,0,6,4,24156,39244
53,5,3,0,1,6,1,32438,39245
62,3,0,0,2,7,6,40242,39246
65,5,1,9,2,11,0,15314,39247
93,5,2,2,0,3,10,32466,39248
76,4,2,2,0,6,11,12072,39249
63,4,2,8,0,1,13,29025,39250
71,5,0,2,0,5,4,15943,39251
53,2,3,8,1,11,5,39729,39252
55,3,2,8,1,1,8,10265,39253
98,3,3,3,1,5,5,12216,39254
71,2,0,5,2,2,10,36854,39255
69,2,0,1,2,5,7,25255,39256
70,4,0,9,1,8,10,12772,39257
100,5,3,7,2,6,10,36366,39258
93,1,0,2,1,13,13,11248,39259
74,3,2,6,0,0,2,36051,39260
74,4,2,9,2,1,9,43210,39261
68,5,2,0,2,12,0,1627,39262
51,5,3,5,2,10,13,8240,39263
71,4,0,4,1,1,9,9624,39264
78,2,2,8,1,9,3,35930,39265
100,3,3,3,2,14,5,32025,39266
86,4,1,9,0,1,4,15483,39267
68,5,0,8,1,10,5,6687,39268
58,4,0,3,2,2,9,1860,39269
61,3,1,4,1,9,5,37672,39270
91,3,0,9,0,14,3,3761,39271
67,3,3,1,0,8,9,7811,39272
92,1,3,4,1,6,9,18224,39273
59,2,0,2,1,6,11,34948,39274
80,5,0,4,0,1,8,38011,39275
89,2,1,0,0,3,14,5911,39276
88,4,1,6,2,5,13,46639,39277
83,5,2,8,1,6,8,48611,39278
66,4,3,9,2,12,8,10666,39279
71,5,0,3,0,14,13,47218,39280
53,5,2,2,0,2,8,7931,39281
79,5,2,0,0,11,11,41176,39282
99,1,0,8,0,3,2,44464,39283
79,4,1,0,1,1,10,35023,39284
62,4,2,6,0,14,8,28610,39285
57,5,0,1,2,4,6,4155,39286
90,3,2,6,2,8,7,9685,39287
85,3,3,2,1,14,7,21851,39288
75,4,2,5,1,4,10,7420,39289
100,4,1,4,1,6,11,48615,39290
66,2,3,7,2,5,14,491,39291
80,5,3,8,0,11,3,6392,39292
64,1,2,1,2,6,7,12850,39293
58,5,3,6,2,2,14,34746,39294
54,4,1,1,1,6,7,10556,39295
99,2,3,5,2,4,7,32651,39296
62,5,3,6,2,13,10,2374,39297
72,2,3,7,0,4,7,21874,39298
93,2,2,1,1,7,1,17721,39299
93,4,1,2,0,5,14,6630,39300
100,3,3,0,0,9,2,21958,39301
62,3,3,7,0,4,2,28462,39302
91,1,2,5,2,4,7,16390,39303
92,4,2,8,0,6,10,11652,39304
93,5,0,7,2,7,3,12030,39305
89,4,1,2,1,12,12,28531,39306
52,4,1,6,0,6,11,31413,39307
98,1,1,8,2,4,13,16528,39308
63,3,2,0,2,7,0,20305,39309
56,5,1,2,2,12,0,3500,39310
74,1,2,3,0,6,5,33136,39311
59,4,0,2,0,11,5,35734,39312
87,4,2,7,0,6,10,12889,39313
69,4,0,9,0,6,9,1741,39314
54,1,2,2,2,8,5,2653,39315
76,3,2,6,2,8,3,22342,39316
81,5,2,8,0,0,4,25926,39317
68,2,3,4,1,11,11,19712,39318
94,3,3,2,0,14,8,28325,39319
98,3,3,8,0,5,3,14708,39320
93,2,1,3,1,6,3,42169,39321
62,2,1,6,1,3,3,19089,39322
51,5,3,4,0,5,3,781,39323
64,3,0,9,0,6,2,8347,39324
84,1,0,7,1,2,10,19854,39325
97,1,0,1,2,14,1,29266,39326
61,2,3,1,2,13,12,16095,39327
73,1,1,9,2,13,8,22893,39328
91,4,2,6,2,7,11,44717,39329
50,4,3,1,0,10,11,46579,39330
70,4,1,2,1,12,7,42133,39331
61,4,3,2,1,5,10,37712,39332
76,2,0,0,2,14,12,28136,39333
94,4,3,8,2,8,9,26603,39334
74,4,0,7,1,5,5,34805,39335
92,2,0,4,2,5,12,20562,39336
54,1,1,7,1,6,5,24755,39337
71,3,0,8,2,9,7,10718,39338
82,3,1,3,0,0,1,42815,39339
79,5,3,7,2,5,7,43742,39340
51,1,2,7,0,7,10,4586,39341
93,4,3,5,1,6,3,4262,39342
55,3,2,5,2,3,5,7350,39343
52,1,3,2,1,5,0,22322,39344
91,5,3,4,0,8,5,49956,39345
100,3,2,5,0,5,10,9764,39346
83,4,2,8,0,4,11,38738,39347
97,5,1,5,1,8,5,26602,39348
99,1,0,1,2,11,7,28810,39349
61,3,1,4,2,5,9,47456,39350
53,3,0,1,0,5,12,49973,39351
97,5,0,6,0,6,4,8183,39352
93,3,0,8,2,8,7,26375,39353
97,3,1,6,0,12,8,37612,39354
96,2,3,9,2,4,7,46147,39355
98,3,3,6,1,6,4,19086,39356
93,3,1,1,1,7,11,28952,39357
59,4,0,3,0,3,5,8559,39358
82,5,3,0,1,12,1,10910,39359
69,3,1,7,1,2,5,39141,39360
89,3,2,3,0,11,2,23120,39361
54,5,0,8,1,5,1,45334,39362
65,2,0,2,0,1,0,25235,39363
67,2,2,5,0,1,14,5328,39364
93,4,1,9,1,1,2,2709,39365
62,4,3,6,0,11,14,4466,39366
97,3,1,5,1,6,1,44937,39367
99,3,0,6,0,9,10,46500,39368
84,4,1,6,0,1,5,35494,39369
52,4,2,4,1,14,12,7040,39370
91,2,0,5,0,11,9,39128,39371
85,5,0,5,1,9,5,40199,39372
80,3,3,5,2,7,3,7458,39373
84,1,1,2,2,6,13,33284,39374
51,4,3,9,1,6,5,21755,39375
90,1,2,8,1,0,3,35271,39376
82,2,2,6,0,1,1,7936,39377
92,4,2,0,2,7,14,33610,39378
98,4,3,7,1,9,4,6982,39379
74,4,1,6,2,5,11,28477,39380
67,2,2,7,1,1,1,10349,39381
72,4,0,9,2,2,3,14279,39382
52,5,3,4,0,13,4,36214,39383
51,5,1,3,0,1,10,30054,39384
78,2,0,3,0,4,12,27764,39385
65,2,1,6,0,6,13,30285,39386
66,5,3,1,0,5,7,42075,39387
56,5,0,6,1,4,7,44427,39388
77,3,1,0,1,9,8,46736,39389
74,5,3,0,0,8,13,29450,39390
90,1,3,2,1,5,0,22463,39391
51,5,3,7,1,6,7,19278,39392
81,4,0,4,1,12,9,37726,39393
96,4,1,1,2,1,4,47973,39394
75,3,1,7,0,13,1,26781,39395
60,4,0,8,0,6,4,9926,39396
80,5,3,3,2,11,14,10903,39397
96,3,1,2,0,7,3,21522,39398
95,2,1,6,0,13,1,36305,39399
88,2,1,1,2,2,8,30856,39400
65,3,0,4,0,11,4,3994,39401
90,3,2,1,1,6,1,5381,39402
69,2,1,4,2,14,14,43248,39403
55,2,1,6,0,4,14,20314,39404
69,4,1,2,1,8,2,15076,39405
56,4,0,0,1,1,11,5162,39406
51,1,0,7,1,1,6,28428,39407
89,2,1,5,2,7,10,32244,39408
96,1,2,4,1,5,3,28183,39409
91,2,0,5,1,12,0,2462,39410
50,4,0,4,0,14,10,247,39411
62,4,2,0,0,0,5,25801,39412
74,3,0,6,0,1,1,2412,39413
99,4,2,0,1,8,11,23397,39414
62,5,0,6,0,0,11,1552,39415
60,1,1,8,2,14,4,36873,39416
99,3,2,2,0,4,5,27314,39417
100,2,1,2,2,4,7,47041,39418
57,5,1,4,0,7,4,17624,39419
99,4,1,4,0,5,11,15849,39420
62,2,1,2,1,1,2,28843,39421
95,2,3,2,0,14,14,45731,39422
91,4,0,4,1,6,4,18419,39423
52,2,0,8,2,1,12,20997,39424
81,1,3,0,2,14,7,12923,39425
80,4,2,7,2,0,6,38218,39426
51,3,0,1,0,5,5,47947,39427
89,2,2,2,2,3,2,17339,39428
55,3,1,6,1,0,1,40493,39429
72,5,0,6,2,0,3,28781,39430
53,5,1,6,0,10,4,12059,39431
93,1,1,6,2,11,3,29930,39432
73,4,0,0,1,4,5,16713,39433
94,3,3,8,2,9,0,48054,39434
94,1,0,8,0,2,5,43669,39435
89,2,1,1,1,8,3,31230,39436
82,3,1,0,0,2,2,39346,39437
70,4,3,1,1,0,13,30664,39438
69,5,1,4,0,6,13,8178,39439
59,1,1,1,0,2,10,20886,39440
74,5,3,2,0,4,4,11881,39441
62,1,3,7,1,5,13,49064,39442
95,2,1,3,0,13,3,34016,39443
82,5,1,6,2,3,3,8397,39444
94,3,2,1,0,10,10,48846,39445
54,2,1,4,2,9,9,21895,39446
97,4,2,0,0,6,5,9486,39447
70,4,1,1,0,14,3,6820,39448
88,5,2,5,1,12,1,8657,39449
86,3,2,5,0,12,12,16084,39450
56,4,2,4,2,6,6,40465,39451
78,4,0,4,1,5,3,32176,39452
100,5,1,0,1,7,3,37527,39453
54,2,2,1,0,7,3,36333,39454
61,5,0,7,2,0,7,8784,39455
68,3,0,2,2,0,7,27947,39456
98,5,1,1,0,12,13,24247,39457
66,2,0,9,1,2,10,45790,39458
61,2,2,3,2,1,13,2221,39459
55,2,0,8,1,7,3,786,39460
92,2,1,1,2,5,10,37666,39461
94,4,1,1,1,9,10,10171,39462
68,3,3,8,0,13,4,21586,39463
53,2,3,2,0,14,0,48984,39464
62,3,1,0,0,8,1,37063,39465
58,4,3,0,1,6,14,29809,39466
65,4,0,7,2,10,3,7876,39467
84,1,0,5,1,11,14,35993,39468
91,4,1,0,0,14,3,189,39469
87,4,2,5,0,0,5,25340,39470
52,5,0,7,2,3,6,31922,39471
63,4,3,3,0,2,5,15897,39472
100,4,3,2,2,0,11,48440,39473
95,1,2,8,1,8,14,8038,39474
90,2,0,5,0,10,14,32346,39475
74,4,2,1,2,14,3,24802,39476
90,4,2,5,1,14,10,42489,39477
98,4,3,9,1,7,2,23291,39478
94,5,1,2,1,1,8,27577,39479
50,4,3,5,1,0,10,39372,39480
70,2,3,1,1,4,13,9028,39481
69,4,0,3,0,13,5,4832,39482
63,1,3,5,1,13,5,16671,39483
97,5,3,0,1,2,1,33849,39484
92,2,0,4,0,7,9,19573,39485
73,4,0,9,1,3,5,25057,39486
72,2,0,1,2,13,8,45487,39487
63,1,3,9,1,12,3,33687,39488
57,4,3,1,2,3,14,8291,39489
85,4,2,0,2,8,4,46537,39490
80,3,3,7,0,14,1,43961,39491
76,2,2,1,2,9,9,20353,39492
100,1,3,3,1,6,11,4878,39493
68,3,1,7,0,9,0,32770,39494
88,5,3,0,2,1,13,12782,39495
74,5,1,7,2,6,5,2314,39496
51,3,0,8,0,12,2,25034,39497
93,2,2,6,0,13,1,18778,39498
81,5,1,8,2,14,10,10584,39499
82,4,1,2,2,6,2,39406,39500
96,3,1,5,0,2,1,1746,39501
50,4,0,3,2,0,3,18377,39502
80,2,3,6,1,2,0,19720,39503
93,2,0,0,1,0,14,40172,39504
70,3,0,7,2,9,0,38937,39505
58,4,0,8,2,7,13,40324,39506
85,4,3,5,1,3,14,46464,39507
95,3,1,2,0,2,2,13816,39508
64,1,3,6,2,5,4,19294,39509
72,4,3,3,0,1,11,45930,39510
82,1,3,7,1,5,5,43191,39511
91,2,3,6,1,8,2,33113,39512
60,2,1,6,1,2,2,32328,39513
71,3,3,2,0,6,1,21738,39514
95,2,0,9,2,13,10,48380,39515
50,3,1,5,1,8,5,46288,39516
62,4,0,4,2,3,6,14452,39517
64,1,3,1,1,7,4,15804,39518
80,4,3,2,0,12,5,13495,39519
81,3,3,4,0,3,1,7799,39520
92,5,0,2,2,8,5,29594,39521
88,2,3,5,0,4,3,28758,39522
76,3,0,9,0,1,9,45921,39523
89,2,2,5,2,7,13,33674,39524
88,5,3,7,0,3,3,31167,39525
88,4,0,9,1,3,10,5728,39526
94,3,3,0,1,6,4,35592,39527
69,4,0,0,0,5,5,6387,39528
73,4,0,5,0,1,4,22894,39529
81,3,2,0,2,11,6,5866,39530
65,1,1,4,1,13,10,20825,39531
56,5,2,1,0,10,3,21107,39532
66,1,2,5,2,13,13,37224,39533
80,5,2,5,2,10,7,29912,39534
63,3,0,9,0,5,4,16764,39535
64,1,0,8,2,6,5,7745,39536
52,5,2,7,2,13,8,19782,39537
50,3,0,7,2,5,0,10726,39538
60,3,2,8,0,2,8,36533,39539
60,2,0,5,1,12,3,42230,39540
99,5,3,2,2,12,5,35289,39541
78,3,1,6,2,6,4,25248,39542
62,5,0,2,2,6,5,38848,39543
95,4,0,5,0,5,11,3252,39544
90,3,1,8,1,7,11,27292,39545
66,4,0,7,0,13,10,27145,39546
64,5,3,0,0,3,7,23357,39547
78,5,1,6,1,8,1,17528,39548
87,4,2,1,0,5,3,9620,39549
94,3,0,3,0,10,10,8559,39550
63,2,1,5,2,2,12,34042,39551
100,1,3,3,0,9,7,38130,39552
58,3,2,1,1,13,1,2352,39553
71,4,1,7,1,0,14,25041,39554
80,2,1,1,2,14,11,44881,39555
64,3,2,5,0,6,8,14276,39556
63,4,2,6,0,6,5,18778,39557
50,5,3,2,0,7,8,34988,39558
78,4,3,4,0,14,13,45420,39559
81,2,3,1,0,14,3,16127,39560
79,1,3,6,0,2,5,13319,39561
71,1,1,0,1,7,5,33013,39562
71,3,2,7,2,14,6,38185,39563
80,4,0,8,2,9,4,36281,39564
54,4,0,9,0,13,9,18039,39565
55,1,3,8,1,14,6,16232,39566
69,2,1,8,0,11,9,13776,39567
72,1,0,0,2,9,7,15609,39568
68,4,0,7,0,6,10,28991,39569
51,1,1,0,1,14,6,36299,39570
52,1,1,5,1,1,14,12587,39571
67,4,0,5,1,7,3,9080,39572
81,3,0,8,2,2,7,23198,39573
92,2,0,3,1,6,3,39185,39574
73,2,3,2,0,2,1,48887,39575
60,4,3,4,2,3,4,8296,39576
67,1,1,4,1,11,14,47577,39577
61,3,3,3,0,11,8,30658,39578
72,2,3,4,1,6,3,44231,39579
64,2,2,5,0,14,12,2346,39580
64,2,3,5,1,13,2,41740,39581
69,1,3,8,0,7,6,46,39582
64,5,1,8,2,7,0,24047,39583
98,2,2,9,0,4,3,2029,39584
56,4,0,5,1,9,2,15824,39585
83,4,2,8,2,12,3,2024,39586
61,3,2,5,1,13,5,13941,39587
57,2,1,7,2,1,10,14499,39588
98,3,2,9,2,14,6,33619,39589
75,3,1,4,2,4,5,43221,39590
60,3,0,0,2,7,4,8861,39591
98,3,0,6,2,3,14,10441,39592
69,1,3,1,2,6,3,28084,39593
87,1,1,5,2,4,8,18661,39594
76,3,0,8,1,0,4,14413,39595
90,5,2,1,2,2,10,35471,39596
70,1,1,2,0,2,5,2035,39597
59,4,3,5,1,1,12,23176,39598
66,5,3,7,0,2,11,49289,39599
98,3,3,4,0,3,1,15833,39600
86,3,2,3,1,8,9,18899,39601
71,4,3,5,0,13,10,49812,39602
55,3,3,0,2,11,3,44569,39603
59,3,0,6,2,8,3,24886,39604
89,5,1,8,2,14,0,17383,39605
74,5,0,8,2,0,0,39775,39606
94,1,2,3,2,8,1,25738,39607
87,4,0,2,1,1,2,1847,39608
67,3,1,7,0,11,4,1300,39609
83,2,0,7,0,14,1,7792,39610
83,5,0,2,2,8,0,42795,39611
70,3,3,0,1,9,5,49437,39612
99,1,1,1,1,6,13,27874,39613
93,4,2,2,2,7,3,1109,39614
100,2,0,0,2,5,12,45938,39615
89,2,2,4,1,1,3,4615,39616
84,2,2,4,1,4,2,32172,39617
81,3,0,3,0,14,1,19247,39618
68,5,0,8,0,12,11,12947,39619
54,5,2,3,2,7,10,24313,39620
77,4,1,7,2,1,2,36647,39621
94,4,0,8,0,6,9,15441,39622
57,1,1,5,0,1,10,34242,39623
88,1,1,6,1,8,14,6613,39624
70,2,3,9,2,5,9,45143,39625
96,1,1,7,1,8,4,32974,39626
95,2,2,1,1,13,13,40254,39627
77,5,3,6,2,3,0,16944,39628
91,2,2,4,2,0,12,46485,39629
81,4,2,7,2,7,2,19024,39630
68,1,2,4,2,14,7,27822,39631
90,2,1,3,2,13,10,30733,39632
58,3,1,1,2,8,3,854,39633
